0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,-0.8,-0.8,-0.8,-2.0,-2.0,-2.0,-3.0,-2.8,-3.8,-1.8,-1.0,-0.8,-0.8,-0.8,0,0,0,0,0
0,0,0,0,0,0,0,-1.4,0,-1.8,-1.8,-3.1999999999999997,-6.199999999999999,-5.399999999999999,-3.2,-3.4,-2.4000000000000004,-0.2000000000000003,-0.6000000000000002,-4.8,-3.8,-2.8,-0.8,0,0,0,0,0
0,0,0,0,-1.0,-1.0,-1.4,-2.4,0.0,-5.199999999999999,-3.3999999999999995,2.5999999999999996,-2.3999999999999995,5.999999999999999,1.8,7.199999999999999,6.199999999999998,2.8,-0.6000000000000001,-2.4000000000000004,0.4,-3.2,-1.8,-1.2,-0.6,-1.0,0,0
0,0,0,0,-1.0,-1.0,-1.4,-1.4,0.20000000000000018,-2.5999999999999996,-0.4,-4.000000000000001,-2.8000000000000007,5.199999999999999,3.8,1.0,8.200000000000001,4.399999999999999,1.9999999999999993,3.999999999999999,-2.1999999999999993,1.9999999999999993,-4.4,0.4,-2.6,-2.0,0,0
0,0,0,0,0.0,0.0,-0.4,-6.3999999999999995,-7.2,-0.2000000000000005,4.999999999999999,-4.400000000000001,-7.6,0.19999999999999996,-2.8000000000000007,0.2000000000000004,6.2,9.799999999999999,-2.3999999999999995,1.8,0.4,3.6000000000000005,4.8,0.8,-0.6000000000000001,-1.8,0,0
0,0,0,0,-1.0,-1.4,-3.5999999999999996,-5.4,-0.6000000000000003,2.4000000000000004,3.5999999999999996,-5.599999999999999,0.19999999999999996,5.999999999999999,5.999999999999999,4.199999999999999,5.8,8.999999999999998,4.6000000000000005,8.600000000000001,3.000000000000001,-0.19999999999999996,0.19999999999999973,4.0,-1.0,-1.0,0,0
0,0,0,0,-1.8,-2.8,-3.4000000000000004,-6.600000000000001,-3.8000000000000007,-7.200000000000001,-4.6000000000000005,-5.8,-1.5999999999999994,4.799999999999997,8.599999999999996,5.999999999999999,7.599999999999998,3.9999999999999973,4.8,-0.7999999999999996,-0.7999999999999998,-0.5999999999999996,0.3999999999999999,-1.2000000000000002,4.4,-2.0,0,0
0,0,0,0,-1.8,-3.0,-8.0,-3.200000000000001,-3.4000000000000004,-7.3999999999999995,-5.4,-2.3999999999999995,3.9999999999999973,1.800000000000001,3.4000000000000004,4.399999999999999,4.8,1.4000000000000008,4.599999999999999,1.4,-7.199999999999998,-3.2,7.600000000000002,4.199999999999999,4.0,-3.8,0,0
