1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.009708737864077669,0.038834951456310676,0.883495145631068,0.019417475728155338,0.009708737864077669,0.0,0.009708737864077669,0.019417475728155338,0.009708737864077669,0.0
0.0,0.01,0.0,0.86,0.0,0.05,0.0,0.03,0.03,0.02
0.0,0.018691588785046728,0.0,0.0,0.9252336448598131,0.0,0.028037383177570093,0.009345794392523364,0.0,0.018691588785046728
0.021739130434782608,0.010869565217391304,0.0,0.05434782608695652,0.0,0.8260869565217391,0.03260869565217391,0.010869565217391304,0.021739130434782608,0.021739130434782608
0.0,0.01098901098901099,0.0,0.0,0.0,0.01098901098901099,0.978021978021978,0.0,0.0,0.0
0.0,0.08490566037735849,0.009433962264150943,0.0,0.009433962264150943,0.0,0.0,0.8018867924528302,0.0,0.09433962264150944
0.019417475728155338,0.019417475728155338,0.0,0.038834951456310676,0.009708737864077669,0.019417475728155338,0.0,0.019417475728155338,0.8446601941747572,0.02912621359223301
0.01,0.0,0.0,0.01,0.03,0.01,0.0,0.01,0.02,0.91
